time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.409000,-1.0168,0.3289,0.9564,1.434
1.412000,-1.0379,0.3406,1.4465,1.813
1.415000,-1.0433,0.3708,1.8679,2.171
1.419000,-0.9402,0.4110,2.0971,2.335
1.423000,-0.8238,0.4214,2.2878,2.468
1.429000,-0.6802,0.3768,2.4048,2.527
1.433000,-0.5949,0.3794,2.4436,2.543
1.437000,-0.6679,0.4526,2.3420,2.477
1.444000,-0.8128,0.5794,2.1745,2.393
1.447000,-1.0060,0.6807,2.0225,2.359
1.452000,-1.1906,0.7451,1.8213,2.300
1.465000,-1.4194,0.7561,1.6643,2.314
1.472000,-1.5948,0.8156,1.5962,2.399
1.472000,-1.7436,0.9317,1.5617,2.519
1.473000,-1.7825,1.0168,1.5150,2.551
1.477000,-1.6971,0.9980,1.4176,2.426
1.481000,-1.4552,0.9259,1.3173,2.170
1.487000,-1.2067,0.8359,1.2626,1.936
1.491000,-0.9723,0.7767,1.1505,1.695
1.496000,-0.7615,0.7284,1.0655,1.499
1.500000,-0.6708,0.5906,1.0196,1.356
1.505000,-0.7021,0.4201,0.9848,1.280
1.511000,-0.7223,0.2366,0.8904,1.171
1.515000,-0.8330,0.0426,0.7054,1.092
1.520000,-0.9705,-0.1586,0.5507,1.127
1.527000,-1.2068,-0.4153,0.4435,1.351
1.530000,-1.4163,-0.7209,0.2988,1.617
1.535000,-1.5161,-1.0349,0.1098,1.839
1.539000,-1.4764,-1.4487,-0.2393,2.082
1.545000,-1.3027,-1.8283,-0.8163,2.389
1.549000,-1.0545,-2.1979,-1.5243,2.875
1.554000,-0.9152,-2.5297,-2.2577,3.512
1.560000,-0.9705,-2.8099,-2.8690,4.131
1.564000,-1.1368,-2.9773,-3.2998,4.587
1.568000,-1.5366,-2.9847,-3.5440,4.882
1.573000,-1.5637,-2.9398,-3.7766,5.035
1.578000,-1.4498,-3.1121,-4.0703,5.325
1.583000,-1.4439,-3.4694,-4.2085,5.642
1.588000,-1.5735,-3.8178,-4.1202,5.833
1.593000,-1.7523,-4.0294,-3.9361,5.899
1.598000,-1.9567,-4.2012,-3.8325,6.014
1.602000,-1.9967,-4.3685,-3.6761,6.048
1.609000,-1.9233,-4.5922,-3.4181,6.039
1.616000,-1.8129,-4.8207,-3.1194,6.021
1.617000,-1.7795,-5.0867,-2.9783,6.157
1.622000,-1.6959,-5.4203,-2.9860,6.417
1.628000,-1.5683,-5.8030,-3.0594,6.745
1.632000,-1.5126,-6.0459,-3.3083,7.056
1.637000,-1.2757,-6.1629,-3.6056,7.253
1.644000,-1.1139,-6.1326,-4.1833,7.507
1.647000,-1.2777,-5.9868,-5.3769,8.148
1.652000,-1.4889,-5.8470,-6.7416,9.047
1.656000,-1.5190,-5.6811,-7.7412,9.722
1.662000,-1.2603,-5.4869,-8.4609,10.163
1.666000,-0.7222,-5.2678,-8.9386,10.400
1.670000,-0.0683,-5.0642,-9.1197,10.432
1.680000,0.6760,-4.8975,-9.0478,10.310
1.682000,1.1964,-4.8688,-8.6964,10.038
1.689000,1.4916,-4.8859,-7.9353,9.437
1.690000,1.6313,-4.8573,-6.8453,8.551
1.701000,1.6893,-4.7298,-5.6666,7.572
1.702000,1.7008,-4.6017,-4.5612,6.699
1.705000,1.7011,-4.5230,-3.4451,5.935
1.711000,1.7435,-4.3764,-2.1630,5.184
1.715000,1.9118,-4.4989,-1.4180,5.090
1.720000,2.0020,-4.8464,-0.7518,5.297
1.725000,2.2332,-4.9944,-0.0974,5.472
1.732000,2.3533,-5.0327,0.0137,5.556
1.734000,2.5617,-4.9093,0.1348,5.539
1.741000,2.6782,-4.6895,0.1511,5.403
1.746000,2.7230,-4.5405,0.0043,5.294
1.750000,2.9495,-4.1533,-0.1801,5.097
